id,neo4j_id
SIGLEC11,617367
SELM,617368
RPRD2,617369
SMTN,617370
INPP5J,617371
INMT,617372
TRAPPC2L,617373
GALNS,617374
RNF222,617375
RTP1,617376
PLA2G3,617377
GYS1,617378
SUGCT,617379
LIMS4,617380
C5ORF46,617381
C8ORF34,617382
SIRPA,617384
DCP1B,617385
CRCP,617386
ACTR2,617388
USPL1,617389
RRBP1,617391
PIGV,617392
UBASH3B,617393
UBXN4,617394
MORC1,617395
PTGR2,617396
PINK1,617397
CDA,617398
COLEC11,617399
HAS3,617400
ABCD3,617401
GNMT,617402
BTNL9,617403
ETV5,617404
BTNL3,617405
AKNA,617406
INHBE,617407
RNASEH1,617408
UBR1,617409
PHLDA2,617410
HINT2,617411
FAM43B,617412
COL7A1,617413
GSTM1,617414
DHX36,617415
LILRA5,617416
SEMA3G,617417
UCP1,617418
CA7,617419
ACBD3,617420
PLEKHG4,617421
CNPY3,617422
PEX6,617423
PTCRA,617424
ZNF577,617425
TMEM89,617426
MT1B,617427
SEC14L6,617428
CNIH4,617429
PPP2R5D,617430
TMEM151A,617431
YIF1A,617432
SULT4A1,617433
OR5J2,617434
CD248,617435
GSTM4,617436
UBE2Q1,617437
CNIH2,617438
TNKS1BP1,617439
PLCB3,617440
H2AFX,617441
RAB5A,617442
TUFT1,617443
UGT1A3,617445
ACOX2,617446
ZNF329,617447
RAPH1,617448
PUM2,617449
HMGN1,617450
C20orf173,617451
PAQR9,617452
ARHGEF19,617453
ZNF274,617454
HOXB13,617455
PROZ,617456
ZSCAN18,617457
ACAA1,617458
PIPOX,617459
PCOLCE2,617460
HOXB9,617461
IGFL1,617462
SBF1,617463
FAM160B2,617464
C4orf36,617465
EHHADH,617466
SLC10A6,617467
ZDHHC24,617468
BBS1,617469
HGD,617470
SDS,617471
TDO2,617472
ACADSB,617473
OTC,617474
DIO1,617475
MAOB,617476
WRB,617477
ZNF575,617478
IRGQ,617479
ZNF576,617480
RCN1,617481
NUDT18,617482
ACTN3,617483
ACSM2B,617484
GJB1,617485
BHMT2,617486
SPP2,617487
PLGLB2,617488
UGT1A7,617489
RBP5,617490
NUDC,617492
MALRD1,617493
GP5,617497
NPHP1,617499
BDP1,617500
CREG1,617501
KIAA0895,617502
ZNF343,617503
TOR4A,617504
RCSD1,617505
MALL,617506
SDR16C5,617508
ILF3,617509
RAN,617510
ECE1,617511
BAMBI,617512
SPRYD7,617513
CCDC152,617514
FAM228A,617515
PIP4K2B,617516
NOV,617517
ZFAND2B,617518
CCDC53,617519
IGFBP6,617520
DNMT3B,617521
MAP2K5,617522
ARHGAP17,617523
COL1A2,617524
SSH2,617525
CTNNBIP1,617526
CRELD1,617527
FOXD3,617528
TRIM72,617529
CILP,617530
IL17RC,617531
PRRT3,617532
PIGF,617533
CRNKL1,617534
HOXB6,617535
IL11,617536
SIN3A,617537
SNX33,617538
RNASE7,617539
CRIPT,617540
PKM,617541
IL17RE,617542
KIAA1614,617543
SF3A3,617544
RNASE13,617545
FAM71E2,617546
PLIN3,617547
TMEM190,617548
MYORG,617549
H3-3B,617550
FNBP1,617553
CCDC130,617554
GPR107,617555
MRI1,617556
C19orf53,617557
KIF19,617560
DNAI2,617561
CCNG2,617562
BTBD17,617563
C1orf21,617565
LHX5,617566
GSTA4,617567
MAP3K13,617568
CPNE8,617569
DAPK2,617570
TMEM41A,617571
HMGCL,617572
ORC4,617573
FUCA1,617574
SEC14L5,617575
FAM96A,617576
SNX1,617577
PPL,617578
BRK1,617579
GALE,617580
VHL,617581
DDR1,617582
LSM14B,617583
LYPLA2,617584
PSMA7,617585
SS18L1,617586
GSTA3,617587
MAPK8IP2,617589
CHKB,617590
HYDIN,617593
PIEZO2,617594
DPEP2,617595
DDX28,617596
ENTPD4,617597
RTP4,617598
GPBP1,617601
HS3ST4,617602
CHL1,617603
BCAT1,617604
LGR6,617605
ZNF232,617606
ZFP3,617607
USP6,617608
LST1,617609
TFPT,617610
PRPF31,617611
MIS12,617612
ASNS,617614
MGST3,617615
POLK,617616
COL4A3BP,617617
GFOD1,617619
SMU1,617620
GCNT4,617621
L2HGDH,617622
EFHD1,617623
TRDMT1,617624
HKDC1,617625
AP1B1,617626
KLHL8,617627
RASL10A,617628
EI24,617629
NUBP1,617630
GAS2L1,617631
ATP5S,617632
PLEKHA3,617633
KIAA1107,617634
FKBP7,617635
RAB21,617636
IFITM10,617637
ACOX1,617638
RPS18,617639
CNBP,617640
PIK3AP1,617641
TMEM97,617642
CARKD,617643
DDX3X,617644
FKRP,617645
RBP1,617646
DNAJC8,617647
STRN4,617648
ATPIF1,617649
B3GALT4,617650
MOB2,617651
NAP1L4,617652
ORMDL2,617653
ARPC5,617654
CCDC125,617655
USF2,617656
TM4SF1,617657
ACOX3,617658
ACOXL,617659
ACSM1,617660
KCTD5,617661
ORMDL1,617662
WDR46,617663
SLC25A27,617664
DUS3L,617665
PFDN6,617666
DFNB59,617667
RND2,617668
OR4C6,617669
SEPT14,617670
VAT1,617671
KEAP1,617672
HTRA3,617673
MINAR2,617674
CD24,617675
MTLN,617676
TLCD3B,617677
CD99,617678
MIR379,617679
MIR132,617680
TLCD3A,617681
TYW1B,617683
ADAM22,617684
TECTB,617685
COQ3,617686
ENTPD7,617687
FAM131C,617688
CILP2,617689
SLC35G2,617690
TMEM30A,617691
USP16,617692
RWDD2B,617693
FAXC,617694
ZNF517,617695
NRBP2,617696
RPL8,617697
PPP1R14A,617698
ZNF34,617699
HEPHL1,617700
PUF60,617701
NDUFA13,617702
BUB1B,617703
TSSK6,617704
LTN1,617705
ZNF7,617706
SCRIB,617707
CLCNKB,617708
DFNB31,617709
PRUNE2,617710
CCT8,617711
IFIT2,617712
SLC25A40,617713
AFF4,617714
ZNF251,617715
FAM107A,617716
KRCC1,617717
MEA1,617718
KLHDC3,617719
ARHGAP39,617721
GNPTAB,617722
DRAM1,617723
GRHPR,617725
ZFR,617726
OR10G2,617727
C10orf25,617728
ZNF22,617729
CARD17,617730
LGI3,617731
REEP4,617732
CASP5,617733
FMNL1,617734
UHRF2,617737
SLC9A2,617738
KIAA1109,617739
ZNF311,617740
SCAF8,617741
FAM129B,617742
ENO1,617743
STXBP1,617744
KRT24,617745
OR2W1,617746
C21orf58,617747
PCNT,617748
LCE5A,617749
CYTH1,617750
LCE1D,617751
OR2H1,617752
LCE1C,617753
KRT25,617754
LCE1B,617755
SH3RF1,617756
LCE1E,617757
BMI1,617758
PARP3,617759
AP1S3,617760
RAB24,617761
MRPS27,617762
MUC6,617763
CRCT1,617764
LCE1F,617765
LCE1A,617766
PICK1,617767
OR7G2,617768
PKN1,617769
MCM3AP,617770
TXNIP,617771
FANCD2,617772
OR10C1,617773
MIR181C,617774
MIR181B1,617775
TFG,617777
MZT1,617778
BORA,617779
PPFIBP2,617780
PDE6H,617781
KIF2B,617782
CX3CL1,617783
FOSB,617784
PRKRIR,617787
LINGO4,617788
NHEJ1,617789
SYTL1,617790
VPREB3,617791
IVL,617792
PLEKHF1,617793
SMCP,617794
TCL1A,617795
MATK,617796
PTGDR,617797
NCR2,617798
KLRF2,617799
SLA2,617800
SLFN13,617801
LAIR1,617802
POU2F2,617803
ZNF385C,617804
KRT81,617805
PTPN7,617806
IGLL5,617807
RGL4,617808
KRT86,617809
SPINK2,617810
RFX5,617811
COMMD3,617812
GLT8D2,617813
WDR34,617814
SPRR4,617815
COMMD8,617816
RCC1L,617817
LINC02726,617818
PCED1B-AS1,617819
LINC02384,617820
LINC00426,617821
TRDC,617822
SEPTIN1,617823
LOC102723692,617824
SKAP1-AS1,617825
TSPOAP1-AS1,617826
SHISAL2A,617827
LINC01221,617828
LINC01222,617829
LINC00299,617830
LINC01871,617831
LINC01934,617832
AOX2P,617833
LINC01891,617834
NT5C3AP2,617835
LINC02481,617836
MANEA-DT,617837
TRGC2,617838
TRGC1,617839
LINC00892,617840
SAMSN1,617842
BCL9,617843
YPEL5,617844
PGLYRP3,617845
PPIAL4F,617846
PPIAL4D,617847
SERPINB10,617848
VAX2,617849
PTX3,617850
LOR,617851
COPA,617852
PGLYRP4,617853
MAP3K2,617854
OR10A3,617855
LECT2,617856
GTPBP8,617857
MXD3,617858
TRIL,617859
OR10A6,617860
CLEC4F,617861
C1orf56,617862
STING1,617863
CSF2RA,617864
HSF2,617866
DNAJC12,617867
TES,617868
GNB4,617869
TUBA8,617870
BEND5,617871
SEPT6,617872
HCFC2,617873
GOPC,617874
XXYLT1,617875
SLK,617876
NFYB,617877
PEX26,617878
USP18,617879
FBXL15,617880
PSD,617881
SCNN1B,617882
SOWAHD,617883
OR10P1,617884
PCDHA12,617885
KDM3A,617886
ZNF773,617887
RASSF1,617888
PTGER1,617889
TRAPPC10,617890
PAK1,617891
NDUFB10,617892
HN1L,617893
FSTL1,617894
CALHM2,617895
RNF151,617896
ACKR3,617897
BICRAL,617898
CLXN,617899
ATP5MF-PTCD1,617900
FGD4,617903
GRTP1,617904
SEPHS1,617905
C2orf82,617906
PGBD4,617907
ABCA10,617908
EMC7,617909
AVEN,617910
ZNF77,617911
KCNH5,617913
GAB4,617914
CCDC24,617915
EXOC1,617916
RANBP2,617917
B4GALT2,617918
EPCAM,617919
ATP6V0B,617920
CCDC138,617921
DPH2,617922
OR5H15,617923
C9orf64,617924
RPS6KA6,617926
PRRG1,617927
DST,617928
ASB17,617929
DIAPH2,617930
RDH8,617931
ZBTB34,617932
HAUS6,617933
PITRM1,617934
OR2G3,617935
RABGGTB,617936
METTL17,617937
SLC39A2,617938
TBL1Y,617940
UTY,617941
TAS2R1,617942
EIF1AY,617943
KDM5D,617944
DDX3Y,617945
GPR50,617946
AMPD1,617947
TAF1C,617948
DENND2C,617949
AMELY,617950
DNAAF1,617951
HSDL1,617952
MPPED1,617954
PKP4,617955
CCDC148,617956
DCAF12L2,617957
ANKS6,617958
CITED1,617959
RPS4X,617960
TCP10L2,617962
EAF2,617965
TMEM39A,617966
GCA,617967
POGLUT1,617968
IL18BP,617969
PEX13,617970
PUS10,617971
FBXW2,617972
IQCB1,617973
AIM2,617974
BCLAF1,617975
LYG1,617976
NBR1,617977
KLHL22,617978
ZSCAN10,617979
IDO2,617980
OTUB1,617981
KCTD11,617982
GNB2,617983
UBAC2,617984
TMEM95,617985
MARCH7,617987
MAGI3,617988
EDARADD,617989
NOSIP,617990
S1PR5,617991
NIPAL3,617992
SLFN5,617993
CRIP1,617994
FAM149A,617995
PLAAT4,617996
IFNG-AS1,617997
RP11-87G24,617998
IGKC,617999
TRIM44,618001
NXPH4,618002
FJX1,618003
SHMT2,618004
NDUFA4L2,618005
RSPO1,618007
GNL2,618008
ZNF543,618009
ZNF304,618010
ZNF547,618011
DOK5,618012
ZNF460,618013
C1orf109,618014
CDCA8,618015
TRHR,618018
RD3,618019
UCHL3,618020
COMMD6,618021
MED16,618022
LGALSL,618026
KRT71,618028
EDA,618029
MAGEH1,618030
SPIN3,618031
YIPF6,618032
FZD6,618033
LHX2,618034
RGS22,618035
KRT27,618036
LEPROTL1,618037
ZC3H11A,618038
KRT17,618039
STARD8,618040
FOXI3,618041
OTOA,618042
ECI2,618043
JAG2,618044
AREG,618045
SRSF5,618046
KRT28,618047
DKK4,618048
AIF1L,618049
DSG4,618050
KRT84,618051
TGM3,618052
NUMA1,618053
NOM1,618054
RANBP3,618055
RBBP4,618056
METTL9,618057
ASCL4,618058
TTC34,618059
PTPN14,618060
TMEM14E,618061
AIMP1,618062
CLDN6,618063
TBCK,618064
FHL3,618065
FAM136A,618066
B3GNT8,618067
AP5M1,618069
EXOC5,618070
KRT75,618073
DLGAP4,618074
BCAS4,618075
RCC2,618076
RIPK4,618077
MCF2L,618078
C8orf44-SGK3,618079
ACER1,618080
ST14,618081
SLC6A17,618082
INCENP,618083
RAB38,618084
SLC9C1,618085
PARD6B,618086
CLK1,618087
GIPC1,618088
APPL1,618089
OPN3,618090
SLC24A5,618091
RRAGA,618092
PADI3,618093
BPIFB4,618094
RASSF9,618095
COX6A1,618096
TAF4,618097
ERO1LB,618098
GATC,618099
TRIAP1,618100
CST6,618101
AMDHD1,618102
KRT14,618103
CCDC38,618104
TM9SF4,618105
GPR89B,618106
CDK7,618107
PLCD1,618108
MSI1,618109
CCDC85B,618110
ALS2CR12,618111
RABGGTA,618112
ULBP1,618113
AARS1,618114
AGO1,618115
GOLGA3,618117
C17orf112,618118
ANKLE2,618119
CHFR,618120
HDC,618122
COTL1,618123
RASGRP4,618124
CLC,618125
APOBEC3A,618126
CKAP4,618127
AFF2,618128
NUP50,618129
GLT1D1,618130
FRAT1,618131
MMP25,618132
PAQR5,618133
RAB27A,618134
TRIM64B,618135
PRAM1,618136
KIAA0930,618137
S100A12,618138
TRIM64,618139
SCD5,618140
MAFG,618141
THEMIS2,618142
DAZAP2,618143
CSNK1G1,618144
PABPC1L,618145
S100A9,618146
SRY,618147
CCDC102A,618148
ARHGEF18,618149
POTEA,618150
MS4A3,618151
GANC,618152
TMEM87A,618153
SH3BP5L,618154
PLP2,618155
OXER1,618156
GTF3C5,618157
ATF7,618158
BAZ1A,618159
KIAA0101,618160
MEGF9,618161
IDH1,618162
FRAT2,618163
ARHGAP26,618164
RAB3D,618165
ARID4B,618166
C16orf54,618167
OR1D5,618168
ZNF414,618169
VSTM1,618170
CPA3,618171
STAG2,618172
PTPRE,618173
TRIP4,618174
SLC18A2,618175
PIGA,618176
GTF2H4,618177
C10orf82,618178
ALS2,618179
TEX30,618180
BAP1,618181
ATP10D,618182
SLC15A3,618183
TSC22D3,618184
EPC2,618185
NFAM1,618186
OGG1,618187
TM6SF1,618188
PACSIN2,618189
GTPBP4,618190
SMAP2,618191
HPGD,618192
CD9,618193
FGD3,618194
S100P,618195
AKAP12,618196
ARHGAP30,618197
OR2K2,618198
MED24,618199
SH3BP1,618200
DOK4,618201
SLC2A3,618202
BTBD1,618203
ICAM2,618204
HAUS4,618205
SIGLEC9,618206
CALML4,618207
CA5A,618208
LRRFIP1,618209
INPP5A,618210
SIRPB1,618211
KLHL2,618212
SELPLG,618213
MTHFD2L,618214
NFYA,618215
NQO2,618216
SULT1B1,618217
ZNF267,618218
INCA1,618219
PIAS3,618220
SAP25,618221
LY6H,618222
TPP2,618223
NUP214,618224
MAFK,618225
NOP10,618226
LRCH4,618227
EIF4EBP2,618228
SH3GLB1,618229
PISD,618230
GMPR2,618231
RPL30,618232
NAALAD2,618233
STXBP2,618234
CCS,618235
RAPGEFL1,618236
PLAC8,618237
MSRB1,618238
FAM216A,618239
TMBIM4,618240
HIGD1B,618241
ELP1,618242
ZBTB18,618243
NRDC,618244
MPIG6B,618245
CBLIF,618246
NIBAN1,618247
ADGRE1,618248
NHERF1,618249
JAML,618250
MCUB,618251
ADGRE2,618252
REXO5,618253
OR52K3P,618254
HYPK,618255
GABPB1-IT1,618256
LINC00324,618257
ADGRE3,618258
ADGRE5,618259
LINC00623,618260
NOTCH2NLA,618261
RHEX,618262
GCSAML,618263
RTF2,618264
MHENCR,618265
UBA6-DT,618266
H3C2,618267
H2BC12,618268
NCF1C,618269
NACA4P,618270
MIR222HG,618271
PABIR3,618272
C7ORF43,618273
C10ORF54,618274
AC018755.18,618275
CKLF,618277
VWA5A,618278
STX3,618279
DNAJB1,618280
ACSL4,618281
RGS13,618282
ADRB2,618283
FTH1,618284
RGS1,618285
ALOX5AP,618286
RPS14,618287
H2BC11,618288
H3-3A,618289
H2AX,618290
H2BC5,618291
CAVIN2,618292
H3C14,618293
H4C16,618294
H2AJ,618295
H3C15,618296
H3C13,618297
H2AC20,618298
H4C14,618299
H2AC18,618300
H2AC19,618301
H2BC21,618302
H4C15,618303
H2BC26,618304
H2BC12L,618305
H2AC6,618306
H4C6,618307
H2AC7,618308
H3C11,618309
H3C10,618310
H4C1,618311
H2AC8,618312
H2BC4,618313
H2BC6,618314
H2BC14,618315
H2BC17,618316
H2BC15,618317
H4C8,618318
H3C7,618319
H4C9,618320
H2AC14,618321
H3C3,618322
H2BC13,618323
H2BC8,618324
H3C8,618325
H3C12,618326
H3C4,618327
H3C1,618328
H3C6,618329
H2BC3,618330
H4C5,618331
H2AC4,618332
H2BC1,618333
H4C4,618334
H2BC7,618335
H2BC10,618336
H4C11,618337
H4C12,618338
H4C2,618339
H4C13,618340
H2AZ2,618341
H2AB1,618342
RTP2,618344
ZNF101,618345
ARHGAP19,618346
ZNF14,618347
IGDCC4,618349
GNG4,618350
S100A8,618351
LCOR,618352
UPP1,618353
KRI1,618354
LGALS14,618355
ARL8A,618356
MYF6,618357
TRIM28,618358
CCNB1,618359
TFEC,618360
C7orf57,618361
CDK9,618362
SUN3,618363
GPR37L1,618364
CLEC12A,618365
LEUTX,618366
FASTK,618367
G6PC3,618368
RASGRP2,618369
FPGS,618370
SLC37A4,618371
SERPINB1,618372
C15orf40,618373
PDCD10,618374
RNASE2,618375
H2AZ1,618376
GRIK1,618378
FAM189A1,618379
KBTBD3,618380
AASDHPPT,618381
ZNF805,618382
AURKC,618383
FAM92A1,618385
TMEM132D,618386
ARSJ,618387
LANCL2,618388
SH3BGRL,618389
LOC149373,618390
CHMP1B,618391
NDUFAF5,618392
ESF1,618393
SPAG6,618394
TRIM67,618395
FCGR1B,618396
C1orf131,618397
TP53I11,618399
PAPSS1,618403
PCDH1,618404
SEMA7A,618405
ARAP3,618406
STXBP5,618407
NACA2,618409
TRPV2,618410
GPR141,618411
DIRAS2,618412
LGI1,618413
RNF111,618414
C17orf50,618415
GAS2L2,618416
RASL10B,618417
UBTFL1,618419
PSMD9,618423
LAMP3,618424
KCTD15,618427
B3GALNT2,618428
FAM73A,618429
USP33,618430
ACTA2,618431
ANKRD22,618432
PAQR4,618433
KREMEN2,618434
PKMYT1,618435
MKRN2,618437
DYNC1I2,618438
LPGAT1,618439
KIAA0141,618440
NRGN,618441
VSIG2,618442
ESAM,618443
MAP1LC3C,618445
CSNK1A1,618446
ZNF354B,618447
GDNF,618448
SH2D3A,618449
ARHGEF37,618450
PLA2R1,618453
RNFT1,618454
ATL1,618455
SLC39A5,618456
LRG1,618457
KRT8,618458
SIPA1L3,618459
WDR87,618460
ZCCHC24,618461
TTBK2,618462
KRT78,618463
OR10Z1,618464
DDX42,618465
CRISP2,618466
CCDC47,618467
PHKG1,618468
C21orf62,618469
CHCHD2,618470
HAMP,618471
REEP6,618472
FTSJ3,618473
PGLYRP2,618474
C1orf122,618475
YRDC,618476
NUPR1L,618477
DMGDH,618478
KRT79,618479
SEMA4G,618480
XPNPEP2,618481
PBLD,618482
FFAR3,618483
ERP27,618484
EIF5AL1,618485
MAD2L1BP,618486
AGAP2,618487
SRA1,618488
PIK3C2G,618489
ACOT13,618490
UGT1A5,618491
BHLHA15,618492
SERPINA5,618493
CDHR5,618494
OR10X1,618495
HFE2,618496
G0S2,618497
KIF12,618498
MANEAL,618499
CGN,618500
DNAJB3,618501
KLHL36,618502
OR7D2,618503
KRT18,618504
CRISP3,618505
CXCL14,618506
LAD1,618507
MAG,618508
LCN8,618509
HEPACAM2,618510
GPX2,618511
SFRP5,618512
HRASLS2,618513
TMEM27,618514
CHRNA4,618515
C1QTNF5,618516
MEIKIN,618517
DRC7,618518
HELZ2,618519
HJV,618520
MTARC1,618521
RIDA,618522
TENM1,618523
FAM99A,618524
FAM99B,618525
CASP1P2,618526
AK4P3,618527
TRAV8-6,618528
TRAV38-1,618529
TRAV23DV6,618530
TRAV22,618531
TRAV41,618532
TRAV26-1,618533
HISLA,618534
LINC02301,618535
NBEAP1,618536
LINC02073,618537
TTC39C-AS1,618538
VN1R104P,618539
CD177P1,618540
DOCK7-DT,618541
LINC01342,618542
MTCO2P12,618543
C1orf167,618544
MIR9-1HG,618545
LINC01730,618546
LINC00570,618547
LINC02027,618548
HRG-AS1,618549
GUSBP5,618550
LINC01093,618551
LINC01554,618552
HCG22,618553
STEAP2-AS1,618554
TRBV6-4,618555
TRBV5-1,618556
TRBV27,618557
TRBV25-1,618558
TRBV11-2,618559
TRBV7-4,618560
TRBV13,618561
TRBV10-2,618562
TRBV6-1,618563
TRBV23-1,618564
LINC00689,618565
LINC00824,618566
RP11-797H7.1,618567
RP11-958N24.2,618568
RP11-706O15.3,618569
RP11-632K20.2,618570
RP11-326C3.2,618571
RP5-1028K7.2,618572
RP11-594N15.3,618573
RP11-13K12.5,618574
RP11-13K12.1,618575
RP11-119D9.1,618576
RP1-124C6.1,618577
RP5-848E13.5,618578
CTA-363E6.6,618579
AC013264.2,618580
RP11-1D12.2,618581
RP11-238K6.1,618582
RP11-365O16.3,618583
RP11-261N11.8,618584
RP1-60O19.1,618585
RP11-568J23.2,618586
RP3-462D8.2,618587
TTC30A,618590
ZNF280D,618591
PIAS2,618592
PITPNB,618593
PEX5L,618594
FAM204A,618595
ADAM11,618596
RGS21,618597
RGS7BP,618598
FBXO3,618599
ZCCHC8,618600
SAAL1,618601
KCNF1,618602
DCSTAMP,618603
ST8SIA5,618604
NIP7,618605
C11orf91,618606
COG8,618607
MRGPRX3,618608
TMED6,618609
KATNAL2,618610
DCLK3,618612
ADCY2,618613
SHANK2,618614
B3GALTL,618615
STARD9,618616
HTR6,618617
PC,618618
LMAN2L,618619
CNNM4,618620
NBL1,618621
TMEM179,618622
LRFN4,618623
WFDC5,618624
GAL3ST3,618625
SLC25A17,618626
LRRC57,618627
ZMAT2,618628
C14orf180,618629
WFDC12,618630
HARS,618631
NCAN,618632
LSM12,618633
ST13,618634
XPNPEP3,618635
DNAJB7,618636
NR2C2AP,618637
INF2,618638
CATSPER1,618639
DUSP28,618640
ANKMY1,618641
SEC11A,618642
DND1,618643
DUSP26,618645
MRPS33,618646
RGS5,618647
RCOR2,618648
MATN4,618649
RBPJL,618650
SLC10A4,618651
ATXN3L,618652
C9orf129,618653
ZAR1,618654
CTSF,618655
CNKSR2,618656
KLC1,618657
SYS1,618658
FKBP2,618659
COX8A,618660
CCDC87,618661
PPP1R14B,618662
SPG7,618663
RAB33A,618664
STRBP,618666
HEATR5A,618667
ZNF410,618668
RNPS1,618669
TTC9B,618670
CNTD2,618671
ECI1,618672
SHISA8,618673
GPR33,618674
CPB1,618675
ZBTB26,618676
GYG1,618677
E4F1,618678
COX5B,618680
CDIPT,618681
FBXO40,618682
NRXN2,618683
SLC22A14,618684
ZFYVE21,618685
N4BP2,618687
DUSP19,618688
TARP,618690
DESI1,618691
SOX14,618693
SLC37A2,618694
LYPD1,618695
TMEM218,618696
SNX4,618699
TRIM45,618700
TTF2,618701
PCTP,618703
SLC5A12,618705
UTP20,618706
SLC5A8,618707
KIAA0020,618709
NKX2-4,618710
SEPN1,618714
CLSPN,618715
SLAIN1,618716
PSMB4,618717
PM20D2,618718
SCEL,618719
ADPRHL2,618720
TEKT2,618721
GABRR1,618722
KRT82,618723
SRSF12,618724
PI4KB,618725
KRT85,618726
C1orf216,618727
OR7A17,618728
DHRS4,618730
SRGAP3,618731
SPESP1,618732
NOX5,618733
ZC3HAV1,618734
HDHD3,618735
SLC35G5,618736
C9orf43,618737
POLE3,618738
WTAP,618739
DHRS4L2,618740
CAPN1,618741
SLC22A20,618742
BSPRY,618743
SPDYC,618744
WDR31,618745
CLDN10,618747
BARX2,618748
GLS,618750
FAM122A,618751
TBC1D8,618752
ATP8A1,618753
PPAPDC1A,618754
PFN2,618755
TRPC4,618756
THPO,618757
ZCCHC3,618758
C20orf96,618759
RNF13,618760
PPP1R8,618761
NRSN2,618762
RNF149,618763
GMPS,618765
PPP6R1,618766
SEC11C,618768
VAT1L,618769
ASNSD1,618770
ANKAR,618771
ZNF532,618772
TPGS1,618773
ODF3L2,618774
TIMM23,618775
NUP153,618777
TSPAN18,618778
PROK1,618779
VPS37A,618780
CNOT7,618781
RTN4RL2,618782
KRTDAP,618783
MAGOHB,618784
RARS,618785
SPARC,618786
BMS1,618787
SCUBE1,618789
GCSH,618790
FAM198B,618791
TMEM144,618792
SLC34A3,618794
BCAS3,618795
DHX40,618796
SLC17A7,618797
ABR,618798
SLC34A2,618799
ZNF816-ZNF321P,618800
ZNF816,618801
ANKRD24,618802
ISCU,618803
SART3,618804
ERVV-1,618805
MYCT1,618807
MMP8,618809
OSCAR,618810
NRCAM,618811
TMEM125,618812
GPA33,618813
CECR1,618814
CPA2,618815
RNASE3,618816
MSLN,618817
SIGLEC1,618818
DMXL2,618819
MAN1A1,618820
GPR84,618821
SCGB3A1,618822
F10,618823
FCAR,618824
NUCB2,618825
ADAMDEC1,618826
ULBP2,618827
SPA17,618828
CLEC6A,618829
CD1E,618830
CD1A,618831
TLX1,618832
OXT,618833
FOLR1,618834
DKK3,618835
GP6,618836
TMEM239,618837
SYT12,618838
CD1C,618839
COL6A5,618840
SPINK4,618841
METTL24,618842
TBCC,618843
LILRA4,618844
SFI1,618845
AVP,618846
PRPH2,618847
MZB1,618848
RAET1G,618849
KIR3DL1,618850
F11R,618851
CD1B,618852
FCRL6,618853
C1RL,618854
SIGLEC7,618855
C2orf76,618856
EIF4ENIF1,618857
ANKRD27,618858
FOLR3,618859
MMP1,618860
RS1,618861
CST4,618862
CST9,618863
DUOX1,618864
LY6G6C,618865
CPXM1,618866
RAET1E,618867
PRSS3,618868
TBC1D2,618869
GAPT,618870
PPP1R14D,618871
RHOD,618872
SULT1C2,618873
OLAH,618874
F2RL3,618875
NHLRC1,618876
DBI,618877
MAS1,618878
SYCN,618879
GKN2,618880
KIF24,618881
LHB,618882
CNR2,618883
NUDT2,618884
OBP2A,618885
MUC17,618886
DDX39A,618887
PAEP,618888
C8orf59,618889
KLK10,618890
ZNF385B,618891
ATAD3A,618892
APBB1,618893
C15orf62,618894
SCNN1G,618895
KIR2DL4,618896
MPZ,618897
RNF115,618898
SLC5A5,618899
POLR3C,618900
ALOX15B,618901
GCHFR,618902
WDR66,618903
NPTXR,618904
SIAE,618905
CA13,618906
MPZL1,618907
S100Z,618908
AGAP11,618909
ITLN1,618910
ZCCHC12,618911
LY6G5C,618912
SLAMF9,618913
ST6GALNAC6,618914
ENKUR,618915
ROS1,618916
PLA2G7,618917
AOC3,618918
MS4A7,618919
RILP,618920
CA4,618921
FAM129C,618922
E2F5,618923
TMEM240,618924
FAM221B,618925
GLRX2,618926
NIT2,618927
XAGE2,618928
GPRC5A,618929
OCLN,618930
SYCP3,618931
SSC5D,618932
TP53I3,618933
IL17REL,618934
DNAL4,618935
ZNF628,618936
SHISA7,618937
DUSP27,618938
CST9L,618939
SMCR8,618940
PI3,618941
SHROOM4,618942
MS4A15,618943
KIAA1161,618944
MEAF6,618945
TMEM37,618946
CLDN2,618947
MAN2B1,618948
NUDT17,618949
ATAD3B,618950
DMBT1,618951
NAT14,618952
FAM177B,618953
VNN1,618954
DDX58,618955
CDC73,618956
RDH13,618957
GNRH2,618958
THNSL1,618959
AOC2,618960
RGS9BP,618961
LRRC26,618962
NAGA,618963
ASTL,618964
ISOC2,618965
LYNX1,618966
C20orf141,618967
RNF145,618968
SNX30,618969
MMRN2,618970
GTSF1,618971
CLDN19,618972
SCLY,618973
SNCG,618974
C2orf54,618975
JAM2,618976
CLDN17,618977
SH2D6,618978
C9orf24,618979
LAP3,618980
CORO7,618981
NLGN2,618982
GNS,618983
ADRA2B,618984
FCGBP,618985
LY6D,618986
CCDC132,618987
TIFAB,618988
NLRP2,618989
LRRC55,618990
KLHDC8A,618991
FAM219B,618992
XKR9,618993
L1CAM,618994
C19orf54,618995
RTBDN,618996
OR13J1,618997
GOLGA6C,618998
PDZD3,618999
PFN4,619000
THOC1,619001
EPS8L1,619002
B3GALNT1,619003
FAM228B,619004
MPI,619005
ANGPTL7,619006
PSME3,619007
TEX12,619008
MRPS26,619009
RIPPLY3,619010
IL9R,619011
ADGRL2,619012
BICDL2,619013
MCEMP1,619014
GALNT18,619015
MT-TL1,619016
SFTA1P,619017
